Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,plot_summary
22047047,/m/05p01ys,The Terminators,2009.0,,90.0,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Indie']",2000.0,North America,"['Action/Adventure', 'Science Fiction', 'Indie']","The film takes place at an undetermined point in the future, when humanity has developed advanced robotic technology with enhanced artificial intelligence. This includes the use of cybernetic organisms  for general labor. For unknown reasons, the machines instigate a cybernetic revolt against humanity, bombing cities and sending thousands of armed, identical TR-4 cyborgs to eradicate all human life. A band of survivors, led by small-town Sheriff Reed , locates a functioning shuttle and flies to an orbiting space station in an effort to find a way to shut down the TRs remotely."
23995373,/m/07k6778,Ghost Patrol,1936.0,,56.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Black-and-white']",1930.0,North America,"['Action/Adventure', 'Western', 'Black-and-white']",A scientific genius has invented a machine capable of causing planes to crash. He uses it on planes loaded with valuables. Various characters become involved in conspiracies and double crosses in an attempt to stop him.
29687012,/m/0fq2yxr,Nanban,2011.0,,188.0,['Tamil Language'],['India'],"['Romance Film', 'Drama', 'Comedy film']",2010.0,Asia,"['Comedy', 'Drama', 'Romance']","Venkat Ramakrishnan ([[Srikanth , Sevarkodi Senthil  and Panchavan Parivendan ([[Vijay  are three engineering students who share a room in the hostel of Ideal Engineering College , Chennai. Venkat, who hails from a middle class family, wants to be a wildlife photographer, but is studying engineering because his father wants him to be an engineer. Senthil, hailing from a poor family, is studying engineering to raise his family's fortunes and get them out of poverty. On the other hand, Pari is studying engineering for his simple passion in machines and devices. Pari believes that success in studying is not achieved by solely memorizing definitions given by textbooks or professors, but by understanding and applying the concepts. He believes that one should follow excellence, not success, as success will come itself if excellence is followed. However, this different approach is sneered upon by the faculties, including the dean of the college, Professor Virumandi ""Virus"" Santhanam . Virus and the faculty favour Pari's classmate Srivatsan , also known as ""Silencer"", who is the complete opposite of Pari, believing in mindless memorising over understanding, in order to reach his goals of corporate and social status. Pari constantly spars with Virus and Srivatsan due to their differences in their educational approaches. Pari also believes in the concept of ""All Is Well"", in which people should focus on the present and live it as it is, instead of worrying over the future as in the case of Senthil, who constantly thinks of the fate of his unmarried elder sister and his paralysed father. Meanwhile, Pari falls in love with Virus' daughter Ria , a medical student, when he, Venkat and Senthil meet her when they accidentally crash her elder sister Swetha's  wedding reception to obtain a free meal. Ria is not impressed with Pari's antics and complains to her father about them. Virus becomes furious with Pari and his friends, labels them as ""idiots"" and tries to break the friendship between the 3 of them by telling Senthil and Venkat that Pari is a bad influence on them. While Venkat refuses to break his friendship with Pari, Senthil believes Virus' words and distances himself from Pari. However, when Pari saves Senthil's father's life, who had suffered a heart attack, by taking him immediately to the hospital where Ria works on the latter's scooter when the ambulance had not come, Senthil becomes grateful to Pari and reconciles with him. Ria too appreciates Pari's practicality and concern for others and falls in love with him. Later, in the semester examination, Pari tops his batch, proving that the his approach to studies does succeed. 3 years later, Pari, Venkat and Senthil break into Virus's house in a drunken state one night to allow Pari to confess his love to Ria. Venkat and Senthil cause a ruckus and urinate on the front door before fleeing. Unfortunately, Virus notices Senthil and the next day, he threatens to expel him unless he snitches on Pari. Not wanting to betray his friend or let down his family, Senthil attempts suicide by jumping from Virus' office window and ends up paralysed. Following his recovery, Senthil discards his fear of the future. Encouraged by Pari, both Senthil and Venkat gain courage to do what they were afraid to do before. Senthil takes a bold and frank approach in a campus interview, while Venkat tries to convince his parents to allow him to pursue his love of wildlife photography. Both Senthil and Venkat are successful in their endeavours. When Virus discovers that Senthil is successfully placed in a company, he creates an extremely tough final semester question paper, so that Senthil fails the examination and would not be allowed to join the company. When Ria learns of her father's plan, she helps Pari and Venkat to leak the question paper by providing them with the keys to her father's office. However, Virus catches them and expels them on the spot. Ria angrily confronts her father, revealing to him that his son  wanted to be a writer, but was forced to apply for engineering in IEC because of him. As he could not get selected there, he committed suicide. At the same time, Swetha, who is pregnant, goes into labour. A heavy thunderstorm cuts all power and floods the streets, making it impossible for the ambulance to reach Swetha, and Ria is stuck at the hospital, where she had gone for work. Pari, Venkat and Senthil, along with other students from IEC, deliver the baby using the available equipment and the inverter developed by Pari, with Ria instructing him via VoIP. When they discover that the newborn baby is apparently stillborn, Pari resuscitates the baby by saying ""All is Well"". Virus forgives Pari and his friends, gives Pari his treasured pen in gratitude and allows them to appear for the final semester examination. Pari eventually graduates as the ""Most Outstanding Student"" in his batch. After the convocation however, Pari disappears and goes into seclusion. 7 years later, Venkat and Senthil set out on a journey to Ooty to find Pari. They are joined by Srivatsan, who is now a wealthy and successful professional in the USA and is looking to seal a deal with a famous scientist and prospective business associate named Kosaksi Pasapugazh. Srivatsan's main intention in finding Pari is to find out whether Pari is more successful than him; they had made a bet 10 years ago on who would be more successful with their study approaches after Pari had humiliated him at a college function. However, when they find Pari's house in Ooty, they find a completely different man: the real Panchavan Parivendan . Confronting the real Pari, they find out from him that their friend was actually a destitute servant boy named Pappu. Pappu, who worked in Pari's household, loved learning, while Pari disliked studies. After seeing the boy's intelligence, Pari's father  agreed to allow Pappu study in Pari's place instead of working as a servant. In return, Pari would pocket Pappu's qualifications and after graduating, Pappu will cease all contact with Pari and his family. Pari reveals that Pappu is now a schoolteacher in Dhanushkodi. Later, Venkat and Senthil find out that as the fake Pari had disappeared, Ria had decided to marry her former boyfriend- a price obsessed banker whom she had dumped when the fake Pari made her realise that he loves his expensive items more than her. Venkat and Senthil rescue Ria from her wedding in Coimbatore and they along with Srivatsan drive to Dhanushkodi. At the fake Pari's school, Venkat and Senthil reunite with their long-lost friend, Ria and the fake Pari rekindle their romance, and Srivatsan mocks the fake Pari for becoming a lowly schoolteacher. He asks him to sign a ""Declaration of Defeat"" document for losing the bet. The fake Pari signs the document and when Srivatsan sees the signature, he is shocked to find out that the fake Pari's real name is actually Kosaksi Pasupugazh. Srivatsan accepts defeat and begs Kosaksi to sign the business deal, which the latter apparently refuses."
1395159,/m/04z5ml,Clockstoppers,2002.0,38793283.0,93.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Adventure', 'Comedy', 'Family Film', 'Teen']",2000.0,North America,"['Science Fiction', 'Thriller', 'Teen', 'Action/Adventure', 'Family', 'Comedy']","The NSA-funded QT  Corporation has slated a project to develop Hypertime, a technology which allows the user's molecules to speed up to the point where the world appears to be standing still. After realizing that such technology, contained within a wristwatch frame, could also be used against the USA, the NSA orders the project stopped. However, the research is farther along than the NSA expected and QT's leader Henry Gates plans on using the technology to usurp the leader of the NSA and dominate the world. He uses the prototype to stretch the weekend in order to give the brilliant lead scientist Earl Dopler time to fix the remaining glitch in the technology after his henchmen Richard and Jay prevent Earl's incognito departure at the airport. However, the disadvantage of Earl being in Hypertime for too long was him aging rapidly in real time, as his molecular age continued at the same rate despite time slowing down. However, initially unknown to Gates, Dopler had sent a prototype to a former colleague of his named Dr. George Gibbs. His son Zak discovers the watch accidentally and initially uses it for fun, much to the amusement of Francesca. Once Gates finds out about the leaked prototype, he attempts to retrieve it. He sends his henchmen after Zak who break into his house and search for evidence. Upon learning about the ulterior motive of QT Corporation, Zak sets out to warn his father of the danger he could be in. A chase sequence ensues, with Zak crashing the car into the river and thus damaging the watch. He awakes in hospital with a broken watch and only by a stroke of luck manages to avoid Jay and Richard again. He then goes in search of somewhere safe to hide in the meantime, after having been accused of stealing a van by the police. In a bid to retrieve the watch, QT Corporation enlists the help of national security agencies and portray Zak and his father as fugitives wanted by the law. Zak goes on the run with his girlfriend, locating the hotel that Dr. Gibbs was staying at in a bid to warn him. Dopler is also looking for Dr. Gibbs to ask for help and also to warn him. However, Gates, Jay, and Richard reach Zak's father before him and kidnap Dr. Gibbs from his hotel room. Unable to reach his father in time, Zak and Francesca wander the streets aimlessly before being forcibly picked up by Earl Dopler, who wants the watch back. The teens take Dopler hostage and force him to do as they request. As Dopler feels that Dr. Gibbs has been kind to him, he reluctantly agrees to help save Dr. Gibbs. Dopler helps mend the broken watch as well as creating guns which can take someone out of Hypertime and back into normal time. The guns are loaded with paintballs filled with frozen nitrogen, and the low temperature 'freezes' a hit person back into normal time. Dopler helps the kids break in but decides not to go as well. They get caught by Henry Gates, Richard, and Jay. Zak and Francesca are thrown in a cell with Zak's dad. Zak accelerates while in Hypertime and becomes ""light"" . They then manage to break out as the NSA Agents arrive and defeat Gates' goons. Gates is not defeated and knocks Francesca out of hypertime and prepares to do the same to Zak and his dad. Suddenly he's shot with a paintball by Dopler who returned to help and Dopler shoots Gates until he reverts to normal time, defeating him. Gates and his henchmen are arrested, and the watches are confiscated. Following the arrest of Gates, Jay, and Richard. Dopler uses the machine he was building to reverse the aging effects of hypertime that happened to him, but it inadvertently changes him back into a teenager , meaning he will have to live with the Gibbs for a few years. The movie ends with Zak and his family happily together, and with Zak finally getting the car he wanted. As Zak speeds off in his car with Francesca, now his girlfriend, sister and teenage Dopler, it is revealed that he has not returned the watch after all, as he goes into Hypertime to have some fun."
26970731,/m/0bryfqz,Crosstalk,1982.0,,83.0,[],[],"['Thriller', 'Crime Fiction', 'Science Fiction']",1980.0,Unknown,"['Science Fiction', 'Thriller', 'Fiction']",A highly advanced computer witnesses a murder and resorts to violence to protect its own future.{{cite book}}
12165949,/m/02vs16l,The 11th Hour,2007.0,985207.0,95.0,['English Language'],['United States of America'],"['Drama', 'Culture & Society', 'Environmental Science', 'Social issues', 'Documentary']",2000.0,North America,"['Culture & Society', 'Drama', 'Documentary', 'Environmental Science', 'Social']","With contributions from over 50 politicians, scientists, and environmental activists, including former Soviet leader Mikhail Gorbachev, physicist Stephen Hawking, Nobel Prize winner Wangari Maathai, and journalist Paul Hawken, the film documents the grave problems facing the planet's life systems. Global warming, deforestation, mass species extinction, and depletion of the oceans' habitats are all addressed. The film's premise is that the future of humanity is in jeopardy. The film proposes potential solutions to these problems by calling for restorative action by the reshaping and rethinking of global human activity through technology, social responsibility and conservation."
444061,/m/02961b,Idaho Transfer,1973.0,,86.0,['English Language'],['United States of America'],"['Science Fiction', 'Time travel']",1970.0,North America,"['Science Fiction', 'Time travel']","Teenager Karen Braden  is a troubled mental hospital outpatient who is taken by her father George and sister Isa to a government facility near the Craters of the Moon lava fields in Idaho. The project there was commissioned to develop matter transference, but made a different discovery: time travel. They also discovered that a mysterious ecological catastrophe will soon wipe out civilization. The time travel process has negative health effects, though. Adults ""not much older than 20"" are unable to survive for long, as their kidneys hemorrhage shortly after the experience. So the scientists decide to only send young people 56 years into the future so they can build a new civilization. After the government takes over the project, the transfer machines are turned off, trapping a large number of project members in the future. Now trapped, they begin exploring the future world."
31424530,/m/0gk__q3,Gashole,,,102.0,[],[],['Documentary'],,Unknown,['Documentary'],"The documentary starts with describing of the technology that they claim has been 'buried and hidden, despite of its ability of gas mileage improvement in cars and also reducing oil consumption'.http://gasholemovie.com/synopsis.html"
31718044,/m/0gmg8ls,Doctor Ahrendt's Decision,1960.0,,81.0,['German Language'],['German Democratic Republic'],['Drama'],1960.0,Europe,['Drama'],"Dr. Ahrendt developed a new model of an iron smelter. When his invention fails to produce the required results, he begins to doubt himself, and is even considered as a liar by some. However, the workers in the factory are determined to achieve the goals set forth, and together with the scientist they manage to prove that the machine can be used as planned."
24313378,/m/07sb0pj,Tin Man,1983.0,,89.0,['English Language'],['United States of America'],['Drama'],1980.0,North America,['Drama'],"A young auto mechanic, born deaf, invents a computer so he can hear and speak with others. When he attempts to patent his invention he is taken advantage of by a self-serving salesman."
29460128,/m/0drzhrn,Prime Risk,1985.0,,98.0,['English Language'],['United States of America'],['Drama'],1980.0,North America,['Drama'],"A female engineer, with the assistance of her pilot-wannabe male friend, discovers a way to rip off automated teller machines, but in doing so stumbles upon a plot to destroy the U.S. monetary system."
28492979,/m/0crgb1y,Bunarman,2003.0,,30.0,['English Language'],['Croatia'],"['Short Film', 'Documentary']",2000.0,Europe,"['Documentary', 'Short Film']","The film's protagonist is a master of a dying trade: he excavates wells without using machines, relying only on hand tools. This approach is not just highly demanding physically, but also requires well-thought out methods and resourcefulness.http://www.istvancic.com/bunarman.htm {{hr icon}}"
34047812,/m/0h2b9_6,Mine Games,2012.0,,,['English Language'],['United States of America'],['Thriller'],2010.0,North America,['Thriller'],"While exploring an abandoned mine, a group of friends make an incomprehensible discovery. They become caught in a causality loop and the more they try to change future events, the more their efforts solidify the future they wish to avoid."
34183993,/m/0h25lcg,The Congress,2013.0,,,['English Language'],['United States of America'],['Science Fiction'],2010.0,North America,['Science Fiction'],"In the story, an aging actress with a disabled child agrees to a large payment to have a full body imaging that will be digitized and utilized to create a digital actress. As part of the agreement, she will no longer control her likeness and the studio will then utilize the new virtual thespian in any manner they see fit. As part of the agreement, she will also be forbidden from acting ever again. The film explores the ramifications of how the new digital actress affects the future of the woman and society as a whole."
7088758,/m/0h3lsz,The Movie From the Future,2000.0,,,['English Language'],['United States of America'],"['Science Fiction', 'Comedy']",2000.0,North America,"['Science Fiction', 'Comedy']","The Movie From the Future is a movie within a movie. The set-up is you are watching an Unsolved Mysteries type program about a video tape found in a crater with a note reading ""From Future."" Most of the movie consists of the contents of the tape with various experts breaking in to offer their opinions on the validity of the tape or whether it is a hoax. The contents of the tape seem to be a made-for-television feature from the future about inter-species love, futuritistic inventors, and plans to destroy the world by aliens and the robots attempting to thwart them."
2350185,/m/075sbp,Teknolust,2002.0,,83.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Romantic comedy', 'Sex comedy', 'Indie', 'Science Fiction', 'Drama', 'Comedy', 'Romantic drama', 'Black comedy', 'Romance Film']",2000.0,North America,"['Science Fiction', 'Drama', 'Indie', 'Sex', 'Comedy', 'Parody', 'Romance']","The film is about the scientist Rosetta Stone  who injects her DNA into three Self Replicating Automatons . These cyborg clones must habitually venture into the real world in order to obtain a supply of Y chromosome in the form of semen to keep them alive. Unfortunately, their periodic treks into the outside world seem to leave the males they obtain the chromosome from, with a strange virus that overtakes both their bodies and their computers. Unfortunately the lust carries over into the technology leaving the males' world aghast."
24089186,/m/07k5w22,The Possibility of Hope,2007.0,,105.0,[],['United Kingdom'],"['Short Film', 'Documentary']",2000.0,Europe,"['Documentary', 'Short Film']","A look at different matters of the world such as immigration, global warming and capitalism through the eyes of scientists and philosophers."
35002618,/m/0j63xqm,Afro@Digital,2002.0,,52.0,[],['Democratic Republic of the Congo'],['Documentary'],2000.0,Africa,['Documentary'],"Afro@Digital explores how digital technology has changed the lives of Africans. For instance, a marabout explains that he no longer replies by letter to questions from Africans living abroad: he uses his cell phone. Another eloquent illustration of the digital revolution in Africa is the proliferation of Internet cafés full of young people. It raises challenging questions about the use of technology in various domains, and in documenting humanity's memory and also asks how digital technology might be used in the service of African people tomorrow."
31908,/m/07vcx,Until the End of the World,1991.0,752856.0,280.0,"['French Language', 'Japanese Language', 'Italian Language', 'German Language', 'English Language']","['France', 'Australia', 'Germany']","['Road movie', 'Science Fiction', 'Drama', 'Adventure', 'Existentialism']",1990.0,Europe,"['Science Fiction', 'Action/Adventure', 'Drama', 'Existentialism', 'Road']"," The film takes place in late 1999. India has an out-of-control nuclear satellite in orbit that is about to reenter the atmosphere at any time, contaminating large areas of the earth. This has caused a massive panic, with everyone trying to flee the likely impact sites. Caught in a traffic jam, impatient and disconnected Claire Tourneur  escapes the highway congestion by taking a side road. Her Dashboard Computer System announces she left the Map Zone Database and is on her own. She then has a couple of odd encounters: first with a pair of bank robbers , and with a hitchhiker being pursued by an armed party. Claire discovers, after falling in love with the enigmatic fugitive, that he is the son of a scientist , and has absconded with the prototype of a secret research project. Multiple government agencies and freelance bounty hunters are chasing him to recover the device. The film has two distinct parts: the first is a mystery; the second a science-fiction adventure. The mystery is about the prototype, what it actually does and why so many people are interested in it. Halfway through the film the focus shifts, as the prototype is revealed to be a device for recording and translating brain impulses— a camera for the blind. The hitchhiker is traveling around the world, gathering images in the device though the reason why is not revealed. During the second part, the reason for his travels is revealed: the hitchhiker has been filming his extended family to bring home to his blind mother . As the chase moves across the globe, the nuclear satellite is shot down, causing an EMP effect that wipes out all unshielded electronics worldwide. The characters wind up in a cave in the Australian Outback, where the recordings are played back. After the death of the hitchhiker's mother, his scientist father discovers a way to use the device to record human dreams. Several characters become addicted to viewing their own dreams, while Claire's estranged lover, a novelist, remains unaffected. He writes a novel about the adventure, which ultimately rescues Claire from her addiction to the device, via the power of words."
